"","X","Y","OBJECTID_1","OBJECTID","BLDG_ID","BLDG_NAME","ADDRESS","CITY","ZIPCODE","CSP_SCH_ID","SCH_ID","SCH_NAME","SCH_LABEL","SCH_TYPE","SHARED","COMPLEX","POINT_X","POINT_Y","school_name_2","ORG_CODE","DISTRICT_NAME","SCHOOL","COUNTY","School_Total","PK","K","Gr.1","Gr.2","Gr.3","Gr.4","Gr.5","Gr.6","Gr.7","Gr.8","Gr.9","Gr.10","Gr.11","Gr.12","SPED_Beyond_Grade_12","School Name.x","# Enrolled Grades 09 through 12","# Dropout All Grades","% Dropout All Grades","% Dropout Grade 09","% Dropout Grade 10","% Dropout Grade 11","% Dropout Grade 12","School Name.y","Tests Taken","Reading / Writing","Writing","Math","sch_int","School.Name.x","Subject.x","P.A..","P.A...1","A..","A...1","P..","P...1","NI..","NI...1","W.F..","W.F...1","Student.Included","CPI","Ave..SGP","Included.In.Ave..SGP","School.Name.y","Subject.y","M.E...x","M.E...1.x","E...x","E...1.x","M...x","M...1.x","PM...x","PM...1.x","NM...x","NM...1.x","No..of.Students.Included.x","Avg..Scaled.Score.x","SGP.x","Included.In.SGP.x","Ach..PCTL.x","School.Name","Subject","M.E...y","M.E...1.y","E...y","E...1.y","M...y","M...1.y","PM...y","PM...1.y","NM...y","NM...1.y","No..of.Students.Included.y","Avg..Scaled.Score.y","SGP.y","Included.In.SGP.y","Ach..PCTL.y"
"1",-71.1179278543226,42.2652611923976,101,107,139,"E. Greenwood Bldg","612 Metropolitan Avenue","Hyde Park",2136,1230,1230,"Another Course to College","ACC","HS"," "," ",759585.471,2921916.774,"Another Course To College","0035","Boston","00350541","Suffolk",224,0,0,0,0,0,0,0,0,0,0,62,53,52,57,0,"Boston - Another Course To College","     224","       6","   2.7","   0.0","   0.0","   6.3","   3.7","Boston - Another Course To College","      70","428","","431",350541,"Boston - Another Course To College","SCIENCE AND TECH/ENG",11,32,0,0,11,32,17,50,6,18,34,64,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",-71.1405106172254,42.3420386680756,103,109,141,"Baldwin Bldg","121 Corey Road","Brighton",2135,4621,4621,"Baldwin ELPA","Baldwin ELPA","ELC"," "," ",753354.609161,2949869.27556,"Baldwin Early Learning Center","0035","Boston","00350003","Suffolk",159,82,42,35,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",-71.1561306165837,42.2634386513491,93,99,129,"Beethoven Bldg","5125 Washington Street","West Roxbury",2132,4030,4030,"Beethoven Elementary","Beethoven (K1-2)","ES"," "," ",749247.248709,2921208.69169,"Beethoven","0035","Boston","00350021","Suffolk",307,44,82,87,94,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",-71.0724610662797,42.3407375515449,21,21,28,"Blackstone Bldg","380 Shawmut Avenue","Boston",2118,4640,4640,"Blackstone Elementary","Blackstone","ES"," "," ",771753.999994,2949480.00001,"Blackstone","0035","Boston","00350390","Suffolk",551,79,74,80,82,77,74,85,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350390,"Boston - Blackstone","SCIENCE AND TECH/ENG",1,1,0,0,1,1,35,47,39,52,75,43.7,"N/A","N/A","Boston - Blackstone","MATH","          38",16,"           0",0,"          38",16,"         125",52,"          79",33,"         242",480.5,50.3,"         142",5,"Boston - Blackstone","ELA","          52",22,"           1",0,"          51",21,"         132",55,"          55",23,"         239",485.7,51,"         140",7
"5",-71.06814953602,42.3487697098188,129,2938,0,"Church Street Bldg","20 Church Street","Boston",2116,1215,1215,"Boston Adult Tech Acad","BATA","Special"," "," ",772904.812815,2952412.93842,"Boston Adult Academy","0035","Boston","00350548","Suffolk",144,0,0,0,0,0,0,0,0,0,0,0,0,105,39,0,"Boston - Boston Adult Academy","     154","      51","  33.1","","","  20.7","  78.8","Boston - Boston Adult Academy","      16","388","","433",350548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",-71.0621525628862,42.300698325178,84,90,118,"Cleveland Bldg","11 Charles Street","Dorchester",2122,1420,1420,"Boston Arts Academy","BAA","HS","Shared"," ",774619.898,2934906.539,"Boston Arts Academy","0035","Boston","00350546","Suffolk",469,0,0,0,0,0,0,0,0,0,0,114,116,122,117,0,"Boston - Boston Arts Academy","     469","       7","   1.5","   0.8","   0.0","   2.4","   3.8","Boston - Boston Arts Academy","     161","491","","469",350546,"Boston - Boston Arts Academy","SCIENCE AND TECH/ENG",63,53,11,9,52,44,54,45,2,2,119,80.5,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",-71.1178860656969,42.2632278971189,125,132,89,"Hyde Park EC","655 Metropolitan Ave","Hyde Park",2136,1195,1195,"Community Leadership Academy","BCLA","HS","Shared"," ",759599.764602,2921175.94527,"Boston Community Leadership Academy","0035","Boston","00350558","Suffolk",487,0,0,0,0,0,0,0,0,0,0,132,115,114,111,15,"Boston - Boston Community Leadership Academy","     474","      11","   2.3","   2.5","   0.8","   4.3","   1.9","Boston - Boston Community Leadership Academy","     116","463","","476",350558,"Boston - Boston Community Leadership Academy","SCIENCE AND TECH/ENG",40,43,3,3,37,39,45,48,9,10,94,76.9,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",-71.0817105968886,42.3270286660483,32,35,44,"Wheatley Bldg","20 Kearsage Avenue","Roxbury",2119,1410,1410,"Boston Day and Evening Academy","BDEA","Special"," "," ",769277.865976,2944471.83911,"Boston Day and Evening Academy Charter School","0424","Boston Day and Evening Academy Charter (District)","04240505","Suffolk",421,0,0,0,0,0,0,0,0,0,0,94,70,3,254,0,"Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School","     404","      95","  23.5","  20.6","  29.8","","  23.0","Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School","      35","472","","461",4240505,"Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School","SCIENCE AND TECH/ENG",7,33,0,0,7,33,10,48,4,19,21,66.7,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",-71.1459610587206,42.3504407246818,130,2946,139,"Taft Bldg","20 Warren Street","Brighton",2135,1470,1470,"Boston Green Academy","Boston Green Academy","6/7-12"," "," ",751868.385102,2952924.99053,"Boston Green Academy Horace Mann Charter School","0411","Boston Green Academy Horace Mann Charter School (District)","04110305","Suffolk",476,0,0,0,0,0,0,0,52,52,61,86,86,77,52,10,"Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School","     304","       9","   3.0","   3.4","   1.2","   6.9","   1.4","Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School","      72","431","","429",4110305,"Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School","SCIENCE AND TECH/ENG",24,20,1,1,23,19,54,45,42,35,120,56.5,"N/A","N/A","Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School","MATH","          15",9,"           0",0,"          15",9,"          95",59,"          51",32,"         161",477.6,45.5,"         147",3,"Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School","ELA","          41",25,"           4",2,"          37",23,"          67",42,"          53",33,"         161",483.5,48.8,"         145",5
"10",-71.0809105941458,42.281418657595,54,58,74,"Thompson Bldg","100 Maxwell Street","Dorchester",2124,1990,1990,"Boston International HS","Boston Intl HS","Special","Shared"," ",769575.860504,2927851.90514,"Boston International High School","0035","Boston","00350507","Suffolk",369,0,0,0,0,0,0,0,0,0,0,133,94,69,73,0,"Boston - Boston International High School","     366","      23","   6.3","   6.7","   8.9","   7.5","   1.4","Boston - Boston International High School","      56","403","","454",350507,"Boston - Boston International High School","SCIENCE AND TECH/ENG",18,46,0,0,18,46,17,44,4,10,39,75.6,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",-71.101690603336,42.337898667878,81,87,115,"Boston Latin School Bldg","78 Avenue Louis Pasteur","Boston",2115,1010,1010,"Boston Latin School","Boston Latin Sch","6/7-12"," "," ",763856.549491,2948407.20221,"Boston Latin","0035","Boston","00350560","Suffolk",2440,0,0,0,0,0,0,0,0,410,407,407,431,402,383,0,"Boston - Boston Latin","   1,656","       1","   0.1","   0.2","   0.0","   0.0","   0.0","Boston - Boston Latin","     603","657","","678",350560,"Boston - Boston Latin","SCIENCE AND TECH/ENG",578,75,268,35,310,40,193,25,4,1,775,91.4,"N/A","N/A","Boston - Boston Latin","MATH","         716",91,"         139",18,"         577",74,"          67",9,"           0",0,"         783",517.9,38.8,"         676",99,"Boston - Boston Latin","ELA","         711",92,"         175",23,"         536",69,"          61",8,"           1",0,"         773",518.9,52.7,"         667",98
"12",-71.0845005964343,42.3161586640344,41,44,55,"Boston Latin Academy Bldg","205 Townsend Street","Boston",2121,1020,1020,"Boston Latin Academy","Boston Latin Acad","6/7-12"," "," ",768542.714999,2940506.93881,"Boston Latin Academy","0035","Boston","00350545","Suffolk",1767,0,0,0,0,0,0,0,0,283,298,298,362,260,266,0,"Boston - Boston Latin Academy","   1,224","       4","   0.3","   0.0","   0.7","   0.0","   0.7","Boston - Boston Latin Academy","     446","570","","598",350545,"Boston - Boston Latin Academy","SCIENCE AND TECH/ENG",318,61,111,21,207,40,185,35,21,4,524,83.8,"N/A","N/A","Boston - Boston Latin Academy","MATH","         382",70,"          18",3,"         364",67,"         154",28,"           7",1,"         543",506.4,36.6,"         498",78,"Boston - Boston Latin Academy","ELA","         355",66,"          50",9,"         305",56,"         174",32,"          12",2,"         541",506.9,42.7,"         496",71
"13",-71.1159406061099,42.294638658621,67,72,93,"Parkman Bldg","25 Walk Hill Street","Jamaica Plain",2130,4661,4661,"BTU K-8 Pilot","BTU Pilot School K-8","K-8"," "," ",760074.83,2932624.84345,"Boston Teachers Union School","0035","Boston","00350012","Suffolk",270,23,22,22,21,23,26,36,51,18,28,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350012,"Boston - Boston Teachers Union School","SCIENCE AND TECH/ENG",8,12,1,2,7,11,28,43,29,45,65,55.8,"N/A","N/A","Boston - Boston Teachers Union School","MATH","          81",41,"          12",6,"          69",35,"          77",39,"          39",20,"         197",497.1,59.4,"         149",42,"Boston - Boston Teachers Union School","ELA","          76",39,"          15",8,"          61",31,"          78",40,"          43",22,"         197",496.2,47,"         148",29
"14",-71.1454906178092,42.3490886682943,102,108,140,"Brighton High School Bldg","25 Warren Street","Brighton",2135,1040,1040,"Brighton High","Brighton HS","HS"," "," ",751997.598536,2952432.80174,"Brighton High","0035","Boston","00350505","Suffolk",586,0,0,0,0,0,0,0,0,0,0,117,124,132,191,22,"Boston - Brighton High","     682","      53","   7.8","   5.3","   8.5","   5.4","  11.2","Boston - Brighton High","     163","412","","426",350505,"Boston - Brighton High","SCIENCE AND TECH/ENG",30,39,6,8,24,32,29,38,17,22,76,69.1,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",-71.0838399754959,42.3405597744244,33,36,45,"Carter Center Bldg","396 Northampton Street","Roxbury",2118,4261,4261,"Carter Center","Carter Center","Special"," "," ",768677.999992,2949400.00001,"Carter Developmental Center","0035","Boston","00350036","Suffolk",29,0,0,0,0,0,0,0,0,3,2,4,2,2,7,9,"Boston - Carter Developmental Center","      24","       1","   4.2","","","   0.0","   7.1",NA,NA,NA,NA,NA,350036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",-71.0774305660365,42.2778607462569,53,57,73,"Taylor Bldg","1060 Morton Street","Mattapan",2126,4151,4151,"Taylor Elementary","Taylor","ES"," "," ",770523.999993,2926559.99999,"Charles H Taylor","0035","Boston","00350054","Suffolk",517,17,61,77,80,83,109,90,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350054,"Boston - Charles H Taylor","SCIENCE AND TECH/ENG",10,16,2,3,8,13,21,34,30,49,61,50,"N/A","N/A","Boston - Charles H Taylor","MATH","          58",24,"           2",1,"          56",23,"         112",47,"          70",29,"         240",484.8,53.9,"         122",10,"Boston - Charles H Taylor","ELA","          55",23,"           1",0,"          54",23,"         125",53,"          57",24,"         237",486.2,43.9,"         123",7
"17",-71.126840608096,42.286458657546,73,79,102,"Sumner Bldg","15 Basile Street","Roslindale",2131,4560,4560,"Sumner Elementary","Sumner","ES"," "," ",757138.874669,2929630.83493,"Charles Sumner","0035","Boston","00350052","Suffolk",546,58,78,81,86,80,94,69,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350052,"Boston - Charles Sumner","SCIENCE AND TECH/ENG",7,11,1,2,6,10,28,45,27,44,62,48,"N/A","N/A","Boston - Charles Sumner","MATH","          68",30,"          12",5,"          56",25,"         114",50,"          46",20,"         228",489.9,55.9,"         142",19,"Boston - Charles Sumner","ELA","          93",41,"          19",8,"          74",32,"         111",49,"          24",11,"         228",495.9,50.7,"         141",28
"18",-71.0610705930195,42.3801186774062,11,11,14,"Charlestown High Bldg #1 -  Main","240 Medford Street","Charlestown",2129,1050,1050,"Charlestown High","Charlestown HS","HS"," "," ",774759.589533,2963846.89176,"Charlestown High","0035","Boston","00350515","Suffolk",881,0,0,0,0,0,0,0,0,0,0,252,173,203,214,39,"Boston - Charlestown High","     920","      63","   6.8","   3.7","  12.0","   5.0","   7.4","Boston - Charlestown High","     219","422","","453",350515,"Boston - Charlestown High","SCIENCE AND TECH/ENG",24,18,2,1,22,16,71,53,39,29,134,65.1,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",-71.0672312443215,42.3790803554746,12,12,15,"Edwards Bldg","28 Walker Street","Charlestown",2129,2010,2010,"Edwards Middle","Edwards MS","MS"," "," ",773096.999996,2963459.99999,"Clarence R Edwards Middle","0035","Boston","00350430","Suffolk",362,0,0,0,0,0,0,0,149,108,105,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350430,"Boston - Clarence R Edwards Middle","SCIENCE AND TECH/ENG",8,9,0,0,8,9,36,41,43,49,87,44.5,"N/A","N/A","Boston - Clarence R Edwards Middle","MATH","          37",15,"           1",0,"          36",14,"         132",53,"          82",33,"         251",478.1,37,"         228",4,"Boston - Clarence R Edwards Middle","ELA","          37",15,"           2",1,"          35",14,"         119",47,"          96",38,"         252",477.1,41.1,"         227",2
"20",-71.1034906017473,42.3089286626655,74,80,105,"Fuller Bldg","25 Glen Road","Jamaica Plain",2130,1340,1340,"Community Academy","Community Acad","Special"," "," ",763418.969363,2937847.759,"Community Academy","0035","Boston","00350518","Suffolk",45,0,0,0,0,0,0,0,0,0,0,11,12,15,7,0,"Boston - Community Academy","      79","      40","  50.6","  57.1","  14.3","  59.1","  58.6","Boston - Community Academy","       1","","","",350518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",-71.061729420578,42.3011287910384,64,69,65,"Cleveland Bldg","11 Charles Street","Dorchester",2122,1103,1103,"Comm Acad Sci Health","CASH","HS","Shared"," ",774729.490703,2935060.64311,"Community Academy of Science and Health","0035","Boston","00350581","Suffolk",368,0,0,0,0,0,0,0,0,0,0,78,81,107,80,22,"Boston - Community Academy of Science and Health","     389","      21","   5.4","   4.9","   4.8","   5.6","   6.2","Boston - Community Academy of Science and Health","      95","413","","418",350581,"Boston - Community Academy of Science and Health","SCIENCE AND TECH/ENG",8,19,1,2,7,17,17,40,17,40,42,57.1,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",-71.0521512218551,42.3380258933474,115,121,156,"Condon Bldg","200 D Street","South Boston",2127,4630,4630,"Condon K-8","Condon K-8","K-8"," "," ",777250,2948520.00001,"Condon K-8","0035","Boston","00350146","Suffolk",851,44,74,77,87,83,111,119,102,82,72,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350146,"Boston - James Condon Elementary","SCIENCE AND TECH/ENG",21,12,3,2,18,10,84,49,67,39,172,49.3,"N/A","N/A","Boston - Condon K-8","MATH","         140",24,"          10",2,"         130",23,"         278",48,"         156",27,"         574",484.7,46,"         433",10,"Boston - Condon K-8","ELA","         154",27,"          15",3,"         139",24,"         262",46,"         156",27,"         572",486.2,47.3,"         430",7
"23",-71.1142189130239,42.3186854768092,87,93,121,"Curley, J.  Bldg","40 Pershing Road","Jamaica Plain",2130,4272,4272,"Curley K-8 (Lower)","Curley K-8 (Lower)","K-8"," "," ",760501.000016,2941390,"Curley K-8 School","0035","Boston","00350020","Suffolk",968,103,88,94,87,84,102,104,131,95,80,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350020,"Boston - Curley K-8 School","SCIENCE AND TECH/ENG",33,19,14,8,19,11,50,29,87,51,170,50.3,"N/A","N/A","Boston - Curley K-8 School","MATH","         120",22,"          23",4,"          97",18,"         235",43,"         190",35,"         545",483.3,43.5,"         397",8,"Boston - Curley K-8 School","ELA","         145",27,"          25",5,"         120",22,"         212",39,"         186",34,"         543",485.7,45.9,"         402",7
"24",-71.0041205752026,42.3887986810735,1,1,1,"Guild Bldg","195 Leyden Street","East Boston",2128,4061,4061,"Guild Elementary","Guild","ES"," "," ",790128.152748,2967094.37762,"Curtis Guild","0035","Boston","00350062","Suffolk",260,29,36,36,32,38,48,41,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350062,"Boston - Curtis Guild","SCIENCE AND TECH/ENG",0,0,0,0,0,0,19,40,29,60,48,37,"N/A","N/A","Boston - Curtis Guild","MATH","          34",24,"           2",1,"          32",23,"          72",51,"          34",24,"         140",484.9,54,"          87",10,"Boston - Curtis Guild","ELA","          39",28,"           2",1,"          37",26,"          77",55,"          24",17,"         140",489.1,50.6,"          86",11
"25",-71.0379400819836,42.3715684361376,128,2136,0,"Alighieri Bldg","37 Gove St.","East Boston",2128,4321,4321,"Alighieri Montessori","Alighieri","ES"," "," ",781025.956811,2960764.01781,"Dante Alighieri Montessori School","0035","Boston","00350066","Suffolk",97,26,15,14,13,10,12,3,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boston - Dante Alighieri Montessori School","MATH","           6",26,"           1",4,"           5",22,"          14",61,"           3",13,"          23",490.1,NA,"          10",20,"Boston - Dante Alighieri Montessori School","ELA","          11",48,"           1",4,"          10",43,"           9",39,"           3",13,"          23",496.6,NA,"          10",30
"26",-71.0805044103435,42.3261528470959,131,3346,150,"Dearborn Bldg","35 Greenville Street","Roxbury",2119,1260,1260,"Dearborn Academy","Dearborn Academy","6/7-12"," "," ",769605.963,2944154.655,"Dearborn","0035","Boston","00350074","Suffolk",419,0,0,0,0,0,0,0,94,58,61,82,56,35,33,0,"Boston - Dearborn","     174","       5","   2.9","   3.1","   0.0","   5.1","   2.8","Boston - Dearborn","      53","408","","433",350074,"Boston - Dearborn","SCIENCE AND TECH/ENG",17,21,1,1,16,20,34,43,29,36,80,52.8,"N/A","N/A","Boston - Dearborn","MATH","          23",16,"           0",0,"          23",16,"          78",53,"          47",32,"         148",478.8,47.1,"         126",4,"Boston - Dearborn","ELA","          15",10,"           0",0,"          15",10,"          74",49,"          61",41,"         150",474.5,40,"         121",2
"27",-71.1077206018703,42.2867586577462,66,71,92,"Haley Bldg","570 American Legion Highway","Roslindale",2131,4210,4210,"Haley K-8","Haley K-8","K-8"," "," ",762311.957842,2929763.37301,"Dennis C Haley","0035","Boston","00350077","Suffolk",422,27,38,41,40,46,46,47,66,28,43,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350077,"Boston - Dennis C Haley","SCIENCE AND TECH/ENG",15,14,2,2,13,12,45,42,46,43,106,50.5,"N/A","N/A","Boston - Dennis C Haley","MATH","          72",25,"           7",2,"          65",23,"         135",48,"          77",27,"         284",485.8,48.4,"         233",11,"Boston - Dennis C Haley","ELA","         123",44,"          17",6,"         106",38,"         104",37,"          55",20,"         282",493.9,60.2,"         231",21
"28",-71.0343075831713,42.3692736759597,8,8,11,"Mckay Bldg","122 Cottage Street","East Boston",2128,4360,4360,"McKay K-8","McKay K-8","K-8"," "," ",782012.09674,2959933.10018,"Donald Mckay","0035","Boston","00350080","Suffolk",811,22,67,59,84,86,91,96,101,101,104,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350080,"Boston - Donald Mckay","SCIENCE AND TECH/ENG",9,6,2,1,7,4,79,50,70,44,158,48.1,"N/A","N/A","Boston - Donald Mckay","MATH","         134",27,"           4",1,"         130",26,"         284",56,"          86",17,"         504",488.7,44.1,"         379",16,"Boston - Donald Mckay","ELA","         178",35,"           8",2,"         170",34,"         249",49,"          77",15,"         504",492.3,58.2,"         380",17
"29",-71.0918905970026,42.2717886547424,119,125,76,"Mattapan Eec Bldg","108 Babson Street","Mattapan",2126,4440,4440,"Ellison/ Parks ELC","Ellison/ Parks ELC","ELC"," "," ",766621.396246,2924328.19243,"Dr. Catherine Ellison-Rosa Parks Early Ed School","0035","Boston","00350008","Suffolk",191,49,38,36,36,32,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boston - Dr. Catherine Ellison-Rosa Parks Early Ed School","MATH","           4",14,"           0",0,"           4",14,"          20",69,"           5",17,"          29",485.7,NA,"",11,"Boston - Dr. Catherine Ellison-Rosa Parks Early Ed School","ELA","           6",21,"           2",7,"           4",14,"          20",69,"           3",10,"          29",491,NA,"",14
